,open,high,low,close,volume
2939,582.8,582.8899,582.8,582.8899,1693.0
2940,582.89,583.0,582.7,582.7,2628.0
2941,582.7,582.7,582.61,582.61,1352.0
2942,582.5,582.5,582.3,582.31,1680.0
2943,582.5,582.75,582.3,582.75,1564.0
2944,582.65,582.65,582.64,582.65,1753.0
2945,582.55,582.65,582.5,582.65,2083.0
2946,582.4,582.65,582.3,582.41,2752.0
2947,582.4,582.7,582.26,582.26,2839.0
2948,582.25,582.25,582.12,582.12,298600.0
2949,582.05,582.12,581.61,581.61,11303.0
2950,581.37,581.51,581.37,581.5,1456.0
2951,581.5,582.0,581.4101,581.99,4340.0
2952,581.59,581.59,581.5,581.5,1754.0
2953,581.74,581.99,581.6,581.6,1826.0
2954,581.99,581.99,581.95,581.95,677.0
2955,581.9502,582.0,581.95,582.0,1141.0
2956,581.8,581.81,581.6,581.6,1460.0
2957,581.6,581.6,581.6,581.6,2461.0
2958,581.8,581.8,581.61,581.61,4778.0
2959,581.6,581.6,581.5,581.5,4026.0
